login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
aalmiray,aalmiray/json-schema-validator,2023-04-27T13:59:43Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/solarpos,2023-04-29T15:50:22Z,0,0,,True,False,mit
aalmiray,aalmiray/commons-jexl,2023-04-28T15:07:12Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/itu,2023-04-28T13:50:42Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/miglayout,2016-01-25T10:59:20Z,0,0,Java,True,False,
aalmiray,aalmiray/aalmiray,2021-06-29T14:52:31Z,2,2,,True,True,
aalmiray,aalmiray/GPars,2023-04-17T14:17:47Z,0,0,,True,True,other
aalmiray,aalmiray/slsa-github-generator,2023-04-17T12:16:36Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/graal,2023-04-15T18:58:42Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/deptective,2021-02-10T22:55:09Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/gitlab4j-api,2020-12-03T15:27:29Z,1,1,,True,True,mit
aalmiray,aalmiray/sdkman-cli-native,2023-04-01T19:36:29Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/jbang,2019-12-27T18:18:25Z,0,0,Java,True,True,mit
aalmiray,aalmiray/zt-exec,2023-02-22T13:57:16Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/failsafe,2023-03-01T09:27:49Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/helloworld-graalvm-jlink,2023-03-15T16:53:23Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/Mastodon4J,2023-03-11T10:43:30Z,0,0,,True,True,mit
aalmiray,aalmiray/test,2022-01-09T10:55:08Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/javaewah,2023-03-03T19:13:36Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/jzlib,2023-03-06T20:21:10Z,0,0,,True,True,other
aalmiray,aalmiray/asn-one,2023-02-20T15:55:38Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/layrry,2020-09-11T09:42:50Z,1,1,Java,True,True,apache-2.0
aalmiray,aalmiray/moditect-mcve,2023-03-01T19:03:12Z,0,0,Java,True,True,
aalmiray,aalmiray/cyclonedx-cli,2022-11-25T10:22:01Z,3,3,C#,True,True,apache-2.0
aalmiray,aalmiray/rust-maven-plugin,2023-02-28T14:40:02Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/in-toto-java,2023-03-10T09:21:04Z,0,0,,True,True,mit
aalmiray,aalmiray/feign,2023-02-04T10:47:34Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/piranha-embedded-jlink-guide,2023-02-19T16:41:17Z,0,0,,True,True,
aalmiray,aalmiray/jsonschema-generator,2023-02-18T18:27:29Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/rife2,2023-02-15T13:59:52Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/capitalize-titles,2023-02-02T12:23:46Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/groovy,2016-11-15T19:47:20Z,0,0,Java,True,False,apache-2.0
aalmiray,aalmiray/ossf-landscape,2023-01-26T13:55:13Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/onlyf1-db,2023-01-22T21:10:18Z,0,0,,True,True,cc-by-4.0
aalmiray,aalmiray/jruby,2023-01-10T21:59:27Z,0,0,,True,True,other
aalmiray,aalmiray/org.jreleaser.cli,2022-12-02T09:54:17Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/q-cli-jlink,2021-11-08T17:49:11Z,4,4,Shell,True,True,apache-2.0
aalmiray,aalmiray/app-docker,2021-12-12T13:24:43Z,0,0,Dockerfile,True,True,apache-2.0
aalmiray,aalmiray/mn-cli,2021-10-18T10:21:03Z,7,7,Java,True,True,apache-2.0
aalmiray,aalmiray/sb-cli,2021-10-24T14:05:05Z,30,30,Java,True,True,apache-2.0
aalmiray,aalmiray/q-cli,2021-10-24T14:29:25Z,10,10,Java,True,True,apache-2.0
aalmiray,aalmiray/HOL3736,2022-10-18T01:28:08Z,0,0,Java,True,True,
aalmiray,aalmiray/chocolatey-mcs,2022-10-16T18:23:54Z,0,0,PowerShell,True,True,mit
aalmiray,aalmiray/mcs,2022-06-21T09:48:04Z,0,0,Java,True,True,mit
aalmiray,aalmiray/maven-workshop,2022-09-05T14:36:53Z,3,3,Java,True,True,
aalmiray,aalmiray/sb-cli-jlink,2022-09-21T09:11:19Z,3,3,Java,True,True,apache-2.0
aalmiray,aalmiray/dagger,2022-08-25T17:37:37Z,0,0,CUE,True,False,apache-2.0
aalmiray,aalmiray/helloworld-rust-dagger,2022-08-28T13:27:39Z,0,0,,True,True,
aalmiray,aalmiray/dagger-test,2022-08-24T18:57:22Z,0,0,CUE,True,True,
aalmiray,aalmiray/liquibase-neo4j,2022-08-15T15:10:06Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/app-appimage,2022-08-12T11:14:52Z,0,0,Shell,True,True,apache-2.0
aalmiray,aalmiray/app-sd,2022-08-03T15:20:21Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/TicTacToeREST,2022-08-02T11:56:49Z,0,0,,True,True,bsd-3-clause
aalmiray,aalmiray/asdf-app,2022-07-26T19:24:36Z,0,0,Shell,True,True,apache-2.0
aalmiray,aalmiray/demos,2021-08-24T12:18:40Z,0,0,Java,True,True,
aalmiray,aalmiray/maven-mvnd,2022-01-07T15:32:49Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/fish-food,2021-11-15T17:52:49Z,0,0,Lua,True,True,apache-2.0
aalmiray,aalmiray/discocli,2022-03-22T17:02:27Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/scenebuilder,2022-01-26T18:07:48Z,0,0,Java,True,True,other
aalmiray,aalmiray/jrel-test,2022-01-27T10:41:39Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/SchemaCrawler-Installers,2022-01-26T21:28:58Z,0,0,,True,False,
aalmiray,aalmiray/friends,2022-01-22T14:31:13Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/homebrew-tap-2,2022-01-18T15:14:15Z,0,0,,True,True,
aalmiray,aalmiray/foo,2022-01-02T17:50:20Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/upx,2022-01-06T10:45:08Z,0,0,,True,False,other
aalmiray,aalmiray/jbake,2014-08-20T19:45:35Z,0,0,Java,True,True,mit
aalmiray,aalmiray/neo4j-migrations,2021-10-04T09:51:05Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/UnitFX,2022-01-03T14:07:30Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/dlsc-maven-parent,2021-11-07T17:14:21Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/helloworld-rust,2021-10-22T19:15:16Z,1,1,Rust,True,True,mit
aalmiray,aalmiray/JDKMon,2022-01-23T10:47:01Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/gofish-bot,2021-12-24T15:18:11Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/kcctl-homebrew-tap,2021-12-22T10:47:08Z,0,0,Ruby,True,False,
aalmiray,aalmiray/streamex,2021-12-19T12:46:39Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/flathub,2021-12-18T12:20:33Z,0,0,,True,True,lgpl-2.1
aalmiray,aalmiray/spring-oracle-demos,2021-12-15T10:00:02Z,1,1,Java,True,True,
aalmiray,aalmiray/dok-gis-schnittstellen,2021-12-14T19:54:08Z,0,0,,True,True,mit
aalmiray,aalmiray/pierrot,2021-11-05T16:06:55Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/relax-authentic,2021-11-29T13:30:28Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/formsfx,2018-06-21T16:43:18Z,2,2,Java,True,True,
aalmiray,aalmiray/sdkman-cli,2021-10-20T08:33:46Z,0,0,Gherkin,True,True,apache-2.0
aalmiray,aalmiray/slides,2021-11-03T11:17:46Z,0,0,HTML,True,True,
aalmiray,aalmiray/workshop,2021-10-19T12:23:35Z,0,0,Java,True,True,
aalmiray,aalmiray/CalendarFX,2021-11-07T15:03:30Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/JavaLand,2021-10-22T23:09:01Z,0,0,,True,True,
aalmiray,aalmiray/helloworld-perl,2021-10-22T19:55:08Z,0,0,Perl,True,True,mit
aalmiray,aalmiray/docToolchain,2021-10-22T14:28:16Z,0,0,,True,True,mit
aalmiray,aalmiray/gmn-cli,2021-10-18T18:28:42Z,0,0,,True,True,
aalmiray,aalmiray/pptbuilder,2021-10-16T21:01:42Z,0,0,Kotlin,True,True,apache-2.0
aalmiray,aalmiray/maven-shade-plugin,2021-02-20T00:32:31Z,0,0,Java,True,False,
aalmiray,aalmiray/jitwatch,2021-10-04T09:45:15Z,0,0,,True,True,other
aalmiray,aalmiray/gctoolkit,2021-09-02T11:45:53Z,0,0,Java,True,True,mit
aalmiray,aalmiray/RxJava,2021-04-19T12:02:59Z,1,1,Java,True,True,apache-2.0
aalmiray,aalmiray/bisq2,2021-07-19T13:18:56Z,1,1,Java,True,True,
aalmiray,aalmiray/docs,2021-07-26T20:11:25Z,0,0,,True,True,
aalmiray,aalmiray/kcetcd,2021-07-25T10:00:49Z,1,1,Java,True,True,apache-2.0
aalmiray,aalmiray/okta-cli,2021-07-21T14:28:12Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/helidon-demo,2021-06-08T18:34:47Z,0,0,Java,True,True,
aalmiray,aalmiray/modules,2021-06-06T14:03:27Z,0,0,,True,False,mit
aalmiray,aalmiray/jbang-snap,2021-05-29T10:00:54Z,0,0,,True,True,
aalmiray,aalmiray/scoop-bucket,2021-05-29T10:00:51Z,0,0,,True,True,
aalmiray,aalmiray/layrry-workshop,2021-05-26T16:43:26Z,1,1,Java,True,True,
aalmiray,aalmiray/homebrew-tap-1,2021-05-19T15:51:57Z,0,0,,True,True,
aalmiray,aalmiray/micronaut-cli-demo,2021-04-30T15:32:24Z,0,0,Batchfile,True,True,
aalmiray,aalmiray/quarkus-cli-demo,2021-04-30T11:49:20Z,0,0,Java,True,True,
aalmiray,aalmiray/gradle-tests,2017-02-08T12:09:22Z,0,0,,True,True,
aalmiray,aalmiray/maven-playground,2021-02-27T18:46:56Z,0,0,Java,True,True,
aalmiray,aalmiray/picocli,2021-04-10T13:58:42Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/asdf-jreleaser,2021-04-10T17:05:02Z,0,0,,True,False,apache-2.0
aalmiray,aalmiray/chocolatey-bucket,2021-04-09T22:00:36Z,0,0,PowerShell,True,True,
aalmiray,aalmiray/appassembler,2021-03-17T09:50:43Z,1,1,,True,True,mit
aalmiray,aalmiray/micronaut-layrry-demo,2021-03-10T15:16:21Z,1,1,Batchfile,True,True,
aalmiray,aalmiray/sdkman-vendor-maven-plugin,2020-10-11T14:53:14Z,1,1,Java,True,False,apache-2.0
aalmiray,aalmiray/sdkman-website,2021-02-10T18:29:52Z,1,1,,True,False,
aalmiray,aalmiray/modular-tiles,2020-09-17T15:51:37Z,1,1,Java,True,True,
aalmiray,aalmiray/RefactorFirst,2021-01-21T12:42:31Z,2,2,,True,True,apache-2.0
aalmiray,aalmiray/asciidoctor-piglatin-example,2014-08-20T11:38:29Z,0,0,Groovy,True,True,
aalmiray,aalmiray/micronaut-console,2020-11-12T16:22:28Z,0,0,,True,True,
aalmiray,aalmiray/groovy-constraint-programming,2020-11-01T11:16:29Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/jlink-mvn-mcve,2020-10-28T21:34:04Z,0,0,Java,True,True,
aalmiray,aalmiray/maven-jlink-plugin,2020-10-28T20:12:22Z,0,0,,True,False,
aalmiray,aalmiray/kotlin-mcve,2020-10-26T18:55:25Z,1,1,Java,True,True,
aalmiray,aalmiray/maven-annotation-processor-merge,2020-10-15T11:38:24Z,0,0,,True,True,
aalmiray,aalmiray/gplayground,2020-10-14T17:07:04Z,0,0,Groovy,True,True,apache-2.0
aalmiray,aalmiray/playground,2020-10-13T20:26:25Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/extra-enforcer-rules,2020-10-06T13:23:30Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/oci-java-sdk,2020-05-18T18:48:40Z,0,0,Java,True,False,other
aalmiray,aalmiray/jdp,2020-09-09T16:22:38Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/soda-for-java,2020-05-11T17:31:28Z,1,1,Java,True,False,other
aalmiray,aalmiray/helidon,2020-07-20T17:02:09Z,1,1,,True,True,apache-2.0
aalmiray,aalmiray/tilesfx,2020-06-20T10:42:12Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/gradle-bintray-plugin,2014-08-12T13:39:13Z,0,0,Groovy,True,True,apache-2.0
aalmiray,aalmiray/asciidoctorj-tabbed-code-extension,2020-04-29T18:04:35Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/javatrove,2016-07-06T10:06:02Z,73,73,Java,True,False,other
aalmiray,aalmiray/jacoco,2018-08-14T17:01:45Z,0,0,Java,True,True,other
aalmiray,aalmiray/gradle6-license-issue,2020-01-31T20:43:18Z,0,0,,True,True,
aalmiray,aalmiray/groovy-console-fx,2018-07-09T16:08:25Z,8,8,Groovy,True,True,
aalmiray,aalmiray/license-gradle-plugin,2014-07-24T16:58:03Z,0,0,Groovy,True,True,other
aalmiray,aalmiray/micronaut-libraries,2019-12-05T15:39:14Z,0,0,,True,True,
aalmiray,aalmiray/kordamp-gradle-plugins-workshop,2019-03-27T17:15:08Z,2,2,Java,True,True,
aalmiray,aalmiray/gradle-modules-plugin,2019-02-12T16:02:27Z,0,0,Java,True,True,mit
aalmiray,aalmiray/jdeferred,2016-04-21T10:16:54Z,1,1,Java,True,True,apache-2.0
aalmiray,aalmiray/jsplitpkgscan-maven-plugin,2021-02-24T09:38:51Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/gradle-in-maven,2019-07-01T09:32:32Z,8,8,Java,True,True,
aalmiray,aalmiray/mvn-gradle-es-plugin-test,2019-04-12T15:37:52Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/Sentinel,2019-01-24T17:48:05Z,1,1,Java,True,True,apache-2.0
aalmiray,aalmiray/lazybones,2013-10-20T10:31:12Z,0,0,Groovy,True,True,apache-2.0
aalmiray,aalmiray/javafx-jlink-starter-gradle,2019-02-27T12:37:49Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/azure-gradle-plugins,2019-01-31T14:35:58Z,0,0,Java,True,True,mit
aalmiray,aalmiray/sdkman-vendor-gradle-plugin,2019-01-03T19:27:58Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/grpc-java,2019-02-13T11:13:29Z,0,0,Java,True,False,apache-2.0
aalmiray,aalmiray/fx2048,2018-12-06T18:03:34Z,0,0,Java,True,True,gpl-3.0
aalmiray,aalmiray/groovyfx,2011-12-10T17:29:06Z,1,1,Groovy,True,True,apache-2.0
aalmiray,aalmiray/hellofx,2018-11-09T21:26:35Z,6,6,Java,True,True,
aalmiray,aalmiray/jdbi3-oracle12,2020-10-06T15:12:19Z,0,0,,True,True,apache-2.0
aalmiray,aalmiray/stats-gradle-plugin,2014-07-17T19:27:05Z,33,33,Groovy,True,True,apache-2.0
aalmiray,aalmiray/sample-modularity,2018-10-30T15:07:17Z,0,0,Java,True,True,
aalmiray,aalmiray/griffon-examples,2016-10-19T12:59:39Z,12,12,Java,True,True,
aalmiray,aalmiray/PreferencesFX,2018-06-29T09:18:19Z,1,1,Java,True,True,apache-2.0
aalmiray,aalmiray/maven-gradle-playground,2018-08-06T17:22:26Z,5,5,Java,True,True,
aalmiray,aalmiray/javafx-sass-demo,2018-07-19T18:32:39Z,4,4,CSS,True,True,other
aalmiray,aalmiray/dataviewer,2018-07-09T09:42:40Z,2,2,Java,True,True,apache-2.0
aalmiray,aalmiray/sample-swing-groovy,2018-03-23T18:42:36Z,0,0,HTML,True,True,
aalmiray,aalmiray/clirr-gradle-plugin,2014-11-22T21:21:13Z,11,11,Groovy,True,True,apache-2.0
aalmiray,aalmiray/gradle-javadoc-bug,2018-01-16T12:34:43Z,1,1,Java,True,True,
aalmiray,aalmiray/jpms-module-names,2017-12-16T17:16:39Z,0,0,Groovy,True,True,mit
aalmiray,aalmiray/jdeferred.github.com,2017-10-29T00:31:03Z,0,0,HTML,True,True,
aalmiray,aalmiray/sample-ikonli-app,2017-09-29T08:56:04Z,1,1,Java,True,True,
aalmiray,aalmiray/sample-griffon-tornadofx,2017-09-23T16:29:35Z,0,0,HTML,True,True,
aalmiray,aalmiray/caching-benchmarks,2017-08-25T19:32:17Z,0,0,,True,True,
aalmiray,aalmiray/griffon-in-depth,2017-06-27T10:46:29Z,0,0,,True,True,
aalmiray,aalmiray/newsletter002,2017-06-20T19:51:17Z,0,0,Java,True,True,other
aalmiray,aalmiray/awesome-gradle-plugins,2016-10-27T08:10:08Z,51,51,,True,True,
aalmiray,aalmiray/testing-rxjava2,2017-03-08T08:00:54Z,4,4,Java,True,True,
aalmiray,aalmiray/gradle-plugins,2014-03-01T21:16:58Z,8,8,HTML,True,False,
aalmiray,aalmiray/jmh-samples,2017-02-26T15:30:24Z,0,0,Java,True,True,
aalmiray,aalmiray/testfx-dsl,2016-06-16T09:04:09Z,4,4,Java,True,True,other
aalmiray,aalmiray/griffon-javafx-kotlin,2016-11-29T15:51:43Z,3,3,HTML,True,True,
aalmiray,aalmiray/lazybones-template-collection,2013-10-19T20:44:21Z,8,8,Groovy,True,True,
aalmiray,aalmiray/worldfx,2016-10-04T11:59:59Z,0,0,Java,True,True,
aalmiray,aalmiray/regions,2017-05-18T05:31:25Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/griffon-patterns,2015-12-14T23:18:15Z,2,2,Java,True,True,
aalmiray,aalmiray/griffon-rxjava-rest,2016-01-20T08:05:37Z,0,0,,True,True,
aalmiray,aalmiray/griffon-javafxports-sample,2015-08-07T08:26:51Z,1,1,HTML,True,True,
aalmiray,aalmiray/alf.io,2015-01-29T19:27:32Z,0,0,Java,True,True,gpl-3.0
aalmiray,aalmiray/google-materialdesignicons,2014-10-23T06:56:37Z,2,2,Groovy,True,True,
aalmiray,aalmiray/groovy-core,2013-10-06T18:26:53Z,0,0,Java,True,False,other
aalmiray,aalmiray/GR8ConfUS2014,2014-07-30T22:20:16Z,0,0,JavaScript,True,True,
aalmiray,aalmiray/gradle-groovy-spock-error,2014-07-08T21:06:09Z,0,0,Groovy,True,True,
aalmiray,aalmiray/gvm-gui,2014-06-02T18:59:17Z,0,0,Groovy,True,True,
aalmiray,aalmiray/griffon_sample_apps,2009-12-11T23:07:19Z,39,39,Groovy,True,True,
aalmiray,aalmiray/griffon2,2013-11-02T13:29:45Z,8,8,Java,True,True,apache-2.0
aalmiray,aalmiray/javaone-javafx-tools,2013-09-15T14:24:35Z,1,1,Shell,True,True,
aalmiray,aalmiray/griffon-console-plugin,2013-08-17T11:20:05Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/griffon_javascript_applet_sample,2013-08-12T20:16:03Z,2,2,Groovy,True,True,
aalmiray,aalmiray/griffon-visage-plugin,2012-11-05T12:57:13Z,0,0,Groovy,True,True,apache-2.0
aalmiray,aalmiray/griffon-jython,2011-03-31T08:24:39Z,1,1,Groovy,True,True,apache-2.0
aalmiray,aalmiray/javafx-workshop,2013-06-11T20:24:16Z,3,3,Shell,True,True,
aalmiray,aalmiray/griffoninaction,2011-05-09T09:32:50Z,49,49,Groovy,True,True,
aalmiray,aalmiray/lombok-pg,2013-12-19T12:01:00Z,0,0,Java,True,True,other
aalmiray,aalmiray/Griffon-Validation-Plugin,2012-04-09T10:07:32Z,1,1,Groovy,True,True,
aalmiray,aalmiray/rest.li,2013-02-21T10:44:14Z,0,0,Java,True,True,other
aalmiray,aalmiray/javaone2012,2012-10-01T23:17:03Z,3,3,Groovy,True,True,
aalmiray,aalmiray/lombok-dev-deps,2013-01-12T12:37:07Z,0,0,,True,True,
aalmiray,aalmiray/griffon-tasks-swing-plugin,2012-11-03T20:31:33Z,0,0,Java,True,True,apache-2.0
aalmiray,aalmiray/Presentations,2009-10-29T20:26:35Z,6,6,Groovy,True,True,
aalmiray,aalmiray/master_detail,2009-12-03T16:17:12Z,1,1,Groovy,True,True,
aalmiray,aalmiray/gr8conf,2012-05-25T21:54:22Z,2,2,Groovy,True,False,
